origem,destino
3,792
3,798
3,799
3,805
3,806
3,818
3,863
3,866
3,878
3,886
3,887
3,889
3,923
3,938
3,942
3,952
3,973
3,976
3,983
4,1
4,9
4,18
4,33
4,38
4,40
4,56
4,58
4,74
4,107
4,114
4,117
4,120
4,132
4,134
4,135
4,172
4,196
4,202
4,210
4,241
4,247
4,255
4,289
4,292
4,295
4,296
4,309
4,322
4,333
4,347
4,355
4,362
4,369
4,371
4,372
4,385
4,410
4,431
4,456
4,471
4,474
4,486
4,496
4,508
4,521
4,538
4,544
4,547
4,548
4,563
4,567
4,574
4,578
4,587
4,594
4,610
4,614
4,624
4,640
4,648
4,650
4,653
4,658
4,663
4,665
4,720
4,725
4,728
4,733
4,760
4,762
4,770
4,782
4,784
4,793
4,817
4,831
4,856
4,860
4,861
4,864
4,868
4,894
4,921
4,925
4,929
4,934
4,941
4,948
4,965
4,968
5,17
5,27
5,31
5,37
5,39
5,42
5,43
5,44
5,49
5,54
5,98
5,101
5,103
5,130
5,134
5,145
5,150
5,158
5,170
5,184
5,199
5,209
5,219
5,221
5,241
5,263
5,272
5,314
5,321
5,344
5,346
5,354
5,377
5,390
5,406
5,416
5,420
5,446
5,456
5,472
5,479
5,487
5,493
5,511
5,514
5,520
5,529
5,531
5,555
5,557
5,560
5,587
5,593
5,618
5,629
5,631
5,641
5,643
5,661
5,662
5,669
5,671
5,688
5,703
5,707
5,738
5,767
5,774
5,800
5,801
5,806
5,823
5,835
5,839
5,854
5,864
5,866
5,874
5,885
5,886
5,911
5,912
5,918
5,934
5,938
5,983
6,6
6,11
6,33
6,73
6,78
6,84
6,85
6,87
6,99
6,112
6,127
6,134
6,144
6,145
6,155
6,157
6,189
6,199
6,203
6,216
6,218
6,219
6,222
6,224
6,234
6,253
6,260
6,309
6,329
6,356
6,394
6,395
6,400
6,408
6,409
6,414
6,419
6,421
6,422
6,434
6,442
6,460
6,464
6,474
6,482
6,484
6,491
6,508
6,517
6,519
6,520
6,530
6,564
6,583
6,602
6,606
6,622
6,626
6,652
6,655
6,674
6,680
6,685
6,688
6,695
6,724
6,726
6,729
6,751
6,779
6,789
6,792
6,803
6,809
6,813
6,821
6,829
6,835
6,837
6,842
6,885
6,891
6,912
6,919
6,927
6,933
6,939
6,940
6,942
6,945
6,967
6,975
6,980
6,982
6,983
6,998
7,2
7,6
7,15
7,17
7,30
7,35
7,70
7,87
7,91
7,103
7,107
7,162
7,183
7,187
7,191
7,211
7,230
7,236
7,238
7,239
7,255
7,264
7,276
7,282
7,295
7,320
7,322
7,332
7,335
7,337
7,340
7,361
7,366
7,377
7,390
7,408
7,414
7,416
7,420
7,425
7,426
7,436
7,442
7,460
7,487
7,497
7,507
7,508
7,514
7,516
7,528
7,547
7,556
7,567
7,575
7,577
7,593
7,594
7,600
7,603
7,620
7,621
7,623
7,625
7,635
7,636
7,644
7,645
7,654
7,655
7,668
7,672
7,673
7,676
7,681
7,688
7,693
7,712
7,736
7,737
7,759
7,760
7,765
7,775
7,776
7,781
7,785
7,796
7,800
7,816
7,832
7,862
7,877
7,890
7,895
7,947
7,950
7,954
7,969
7,978
7,980
7,994
8,7
8,10
8,14
8,20
8,36
8,39
8,41
8,44
8,51
8,57
8,109
8,125
8,139
8,141
8,145
8,162
8,166
8,176
8,180
8,212
8,245
8,246
8,255
8,258
8,271
8,306
8,309
8,320
8,332
8,336
8,341
8,352
8,360
8,381
8,387
8,390
8,411
8,415
8,416
8,420
8,422
8,432
8,435
8,481
8,488
8,492
8,497
8,542
8,545
8,546
8,561
8,577
8,600
8,604
8,617
8,628
8,642
8,643
8,653
8,654
8,665
8,682
8,708
8,718
8,723
8,747
8,750
8,759
8,760
8,764
8,767
8,806
8,807
8,809
8,811
8,833
8,875
8,886
8,902
8,906
8,935
8,948
8,961
8,968
8,974
8,975
8,981
8,993
9,19
9,27
9,33
9,38
9,40
9,66
9,68
9,70
9,78
9,89
9,93
9,94
9,99
9,109
9,153
9,154
9,156
9,167
9,208
9,231
9,234
9,242
9,244
9,263
9,278
9,282
9,285
9,308
9,311
9,312
9,318
9,319
9,333
9,341
9,343
9,344
9,355
9,360
9,367
9,374
9,379
9,387
9,391
9,394
9,400
9,416
9,438
9,455
9,468
9,479
9,481
9,515
9,522
9,524
9,546
9,547
9,549
9,560
9,567
9,571
9,588
9,620
9,621
9,623
9,626
9,638
9,647
9,652
9,668
9,678
9,685
9,695
9,711
9,729
9,730
9,740
9,749
9,776
9,794
9,796
9,801
9,805
9,807
9,808
9,811
9,815
9,816
9,824
9,836
9,845
9,849
9,868
9,896
9,898
9,912
9,914
9,933
9,938
9,960
9,965
9,968
9,970
9,976
9,993
10,0
10,3
10,18
10,19
10,26
10,30
10,31
10,37
10,58
10,75
10,80
10,83
10,91
10,141
10,166
10,170
10,172
10,180
10,216
10,218
10,236
10,264
10,265
10,272
10,297
10,308
10,328
10,344
10,348
10,370
10,378
10,386
10,399
10,417
10,443
10,462
10,463
10,467
10,470
10,479
10,483
10,507
10,541
10,543
10,546
10,549
10,560
10,575
10,591
10,594
10,597
10,606
10,611
10,628
10,631
10,633
10,637
10,640
10,646
10,654
10,660
10,661
10,669
10,676
10,698
10,714
10,718
10,721
10,731
10,734
10,736
10,742
10,749
10,752
10,757
10,761
10,772
10,786
10,788
10,795
10,819
10,820
10,829
10,833
10,837
10,840
10,852
10,856
10,859
10,860
10,870
10,873
10,879
10,886
10,887
10,889
10,908
10,910
10,913
10,916
10,933
10,936
10,940
10,949
10,965
10,970
10,975
10,978
10,991
10,997
11,1
11,14
11,24
11,39
11,42
11,52
11,60
11,107
11,111
11,122
11,144
11,149
11,150
11,151
11,154
11,158
11,161
11,178
11,181
11,187
11,193
11,195
11,227
11,229
11,230
11,248
11,259
11,263
11,279
11,282
11,286
11,314
11,326
11,336
11,341
11,361
11,364
11,365
11,391
11,392
11,396
11,397
11,401
11,406
11,414
11,431
11,448
11,464
11,471
11,474
11,477
11,478
11,493
11,494
11,501
11,525
11,532
11,533
11,549
11,576
11,580
11,582
11,583
11,591
11,604
11,606
11,612
11,615
11,623
11,636
11,654
11,667
11,672
11,681
11,687
11,699
11,710
11,732
11,735
11,758
11,759
11,764
11,766
11,777
11,818
11,840
11,864
11,886
11,888
11,890
11,895
11,915
11,927
11,929
11,953
11,984
12,4
12,6
12,9
12,14
12,19
12,26
12,36
12,61
12,63
12,67
12,70
12,80
12,106
12,107
12,123
12,134
12,142
12,158
12,162
12,181
12,189
12,191
12,193
12,217
12,243
12,249
12,250
12,253
12,269
12,279
12,280
12,289
12,312
12,321
12,323
12,338
12,339
12,345
12,346
12,360
12,361
12,368
12,374
12,375
12,379
12,384
12,385
12,403
12,406
12,422
12,439
12,447
12,461
12,463
12,467
12,474
12,478
12,505
12,507
12,509
12,516
12,524
12,537
12,570
12,583
12,592
12,608
12,615
12,625
12,640
12,642
12,650
12,655
12,658
12,664
12,681
12,689
12,699
12,723
12,724
12,734
12,745
12,754
12,760
12,761
12,792
12,793
12,817
12,823
12,830
12,842
12,849
12,850
12,851
12,867
12,878
12,883
12,893
12,894
12,912
12,933
12,935
12,938
12,956
12,971
12,974
12,978
12,979
12,989
13,1
13,8
13,12
13,16
13,21
13,24
13,61
13,81
13,93
13,102
13,127
13,140
13,161
13,165
13,178
13,180
13,182
13,184
13,192
13,219
13,226
13,242
13,257
13,263
13,274
13,281
13,290
13,291
13,315
13,320
13,326
13,332
13,339
13,342
13,354
13,355
13,384
13,394
13,400
13,401
13,402
13,412
13,419
13,422
13,426
13,441
13,455
13,458
13,475
13,479
13,508
13,524
13,526
13,529
13,549
13,577
13,590
13,616
13,617
13,618
13,622
13,643
13,648
13,671
13,672
13,674
13,685
13,688
13,691
13,698
13,709
13,720
13,724
13,726
13,728
13,735
13,756
13,766
13,772
13,782
13,792
13,810
13,838
13,839
13,841
13,849
13,850
13,855
13,883
13,889
13,891
13,892
13,899
13,904
13,905
13,907
13,917
13,926
13,930
13,952
13,969
13,971
13,988
14,18
14,27
14,35
14,44
14,55
14,57
14,65
14,69
14,70
14,75
14,86
14,92
14,94
14,96
14,109
14,111
14,118
14,120
14,125
14,135
14,146
14,161
14,165
14,170
14,175
14,177
14,189
14,190
14,205
14,215
14,225
14,246
14,251
14,289
14,290
14,301
14,309
14,321
14,329
14,333
14,346
14,354
14,357
14,358
14,359
14,362
14,371
14,389
14,407
14,412
14,416
14,420
14,422
14,429
14,441
14,460
14,464
14,467
14,472
14,487
14,489
14,493
14,504
14,520
14,521
14,553
14,559
14,561
14,574
14,587
14,610
14,611
14,638
14,640
14,653
14,661
14,664
14,667
14,668
14,670
14,676
14,685
14,687
14,693
14,698
14,702
14,707
14,749
14,752
14,757
14,769
14,771
14,785
14,787
14,791
14,792
14,799
14,801
14,825
14,830
14,837
14,840
14,842
14,846
14,856
14,870
14,888
14,889
14,896
14,913
14,914
14,951
14,957
14,959
14,962
14,965
14,968
14,975
14,981
14,988
14,999
15,18
15,26
15,28
15,30
15,44
15,57
15,58
15,68
15,72
15,82
15,89
15,95
15,115
15,133
15,163
15,178
15,206
15,210
15,226
15,233
15,235
15,256
15,259
15,262
15,263
15,266
15,270
15,271
15,278
15,307
15,313
15,327
15,333
15,334
15,347
15,355
15,370
15,377
15,378
15,384
15,410
15,417
15,435
15,437
15,451
15,454
15,465
15,469
15,473
15,475
15,498
15,525
15,548
15,550
15,551
15,567
15,569
15,579
15,584
15,586
15,588
15,609
15,620
15,667
15,669
15,677
15,692
15,697
15,715
15,722
15,742
15,756
15,771
15,784
15,795
15,800
15,809
15,810
15,825
15,828
15,834
15,840
15,845
15,859
15,868
15,876
15,895
15,914
15,947
15,961
15,980
15,985
15,995
16,29
16,31
16,33
16,41
16,70
16,72
16,102
16,141
16,147
16,150
16,158
16,172
16,183
16,186
16,190
16,205
16,212
16,216
16,229
16,230
16,234
16,241
16,247
16,257
16,263
16,268
16,270
16,303
16,325
16,333
16,341
16,345
16,348
16,363
16,373
16,374
16,399
16,402
16,405
16,414
16,416
16,437
16,466
16,467
16,468
16,471
16,485
16,492
16,501
16,520
16,544
16,566
16,591
16,600
16,608
16,625
16,630
16,637
16,651
16,660
16,663
16,666
16,667
16,668
16,677
16,691
16,705
16,710
16,737
16,746
16,748
16,751
16,765
16,779
16,785
16,786
16,792
16,801
16,833
16,838
16,839
16,840
16,853
16,855
16,856
16,895
16,908
16,912
16,954
16,987
16,990
17,7
17,8
17,24
17,30
17,47
17,51
17,64
17,79
17,89
17,94
17,95
17,100
17,104
17,112
17,131
17,150
17,155
17,158
17,160
17,162
17,168
17,190
17,210
17,229
17,236
17,246
17,248
17,253
17,261
17,270
17,272
17,305
17,312
17,322
17,359
17,366
17,368
17,369
17,371
17,375
17,382
17,391
17,409
17,458
17,468
17,471
17,473
17,487
17,492
17,493
17,499
17,507
17,508
17,515
17,518
17,551
17,555
17,563
17,570
17,578
17,582
17,613
17,625
17,626
17,647
17,648
17,663
17,674
17,681
17,691
17,714
17,735
17,739
17,754
17,780
17,783
17,789
17,824
17,829
17,836
17,837
17,850
17,856
17,867
17,869
17,872
17,874
17,878
17,882
17,886
17,887
17,888
17,889
17,913
17,917
17,926
17,933
17,935
17,942
17,949
17,965
17,975
17,976
17,992
18,8
18,15
18,17
18,24
18,38
18,41
18,46
18,48
18,67
18,69
18,88
18,104
18,118
18,140
18,161
18,176
18,184
18,187
18,200
18,203
18,205
18,228
18,240
18,243
18,251
18,261
18,278
18,286
18,293
18,298
18,301
18,307
18,313
18,319
18,331
18,344
18,345
18,354
18,360
18,367
18,376
18,380
18,386
18,390
18,395
18,401
18,405
18,423
18,440
18,451
18,486
18,491
18,497
18,498
18,501
18,507
18,516
18,518
18,525
18,529
18,543
18,547
18,555
18,556
18,558
18,578
18,591
18,614
18,619
18,627
18,629
18,631
18,648
18,656
18,658
18,670
18,680
18,688
18,691
18,701
18,713
18,716
18,731
18,732
18,733
18,752
18,762
18,771
18,775
18,790
18,796
18,809
18,815
18,822
18,825
18,830
18,831
18,840
18,868
18,870
18,884
18,885
18,887
18,896
18,912
18,927
18,933
18,937
18,944
18,956
18,968
18,970
18,973
18,990
18,997
19,8
19,46
19,61
19,64
19,80
19,86
19,113
19,114
19,142
19,144
19,149
19,171
19,183
19,186
19,197
19,204
19,229
19,256
19,269
19,270
19,283
19,285
19,293
19,309
19,311
19,317
19,327
19,357
19,365
19,373
19,382
19,389
19,393
19,397
19,405
19,410
19,416
19,417
19,420
19,424
19,430
19,431
19,436
19,445
19,446
19,455
19,461
19,472
19,487
19,502
19,505
19,527
19,528
19,560
19,593
19,599
19,604
19,609
19,613
19,655
19,658
19,682
19,703
19,708
19,710
19,714
19,732
19,738
19,747
19,748
19,764
19,782
19,786
19,804
19,808
19,809
19,850
19,853
19,858
19,864
19,866
19,870
19,871
19,884
19,888
19,905
19,931
19,942
19,950
19,956
19,973
19,974
19,977
20,12
20,13
20,15
20,52
20,54
20,55
20,57
20,66
20,67
20,83
20,85
20,92
20,103
20,108
20,111
20,114
20,119
20,123
20,132
20,152
20,154
20,187
20,194
20,214
20,231
20,235
20,245
20,256
20,257
20,270
20,280
20,282
20,301
20,308
20,309
20,322
20,326
20,334
20,346
20,353
20,358
20,360
20,371
20,384
20,397
20,405
20,412
20,424
20,429
20,437
20,439
20,445
20,455
20,475
20,478
20,479
20,490
20,503
20,507
20,508
20,520
20,526
20,542
20,553
20,556
20,558
20,570
20,576
20,580
20,584
20,607
20,615
20,625
20,626
20,632
20,639
20,655
20,661
20,662
20,672
20,704
20,716
20,729
20,753
20,774
20,775
20,786
20,789
20,792
20,796
20,802
20,805
20,816
20,821
20,828
20,857
20,861
20,868
20,882
20,884
20,917
20,919
20,925
20,939
20,963
20,973
20,993
21,4
21,6
21,10
21,15
21,25
21,47
21,67
21,68
21,95
21,97
21,100
21,109
21,124
21,136
21,145
21,148
21,159
21,165
21,182
21,191
21,209
21,213
21,215
21,231
21,246
21,257
21,266
21,274
21,286
21,290
21,292
21,295
21,299
21,315
21,316
21,332
21,335
21,341
21,344
21,351
21,354
21,377
21,389
21,402
21,406
21,435
21,442
21,450
21,455
21,483
21,485
21,489
21,498
21,525
21,528
21,534
21,536
21,538
21,539
21,540
21,550
21,590
21,597
21,605
21,613
21,616
21,620
21,621
21,631
21,642
21,646
21,655
21,656
21,670
21,677
21,683
21,705
21,713
21,718
21,729
21,730
21,733
21,742
21,747
21,750
21,751
21,758
21,781
21,792
21,793
21,812
21,834
21,870
21,884
21,886
21,891
21,897
21,906
21,908
21,911
21,918
21,930
21,946
21,979
22,5
22,16
22,20
22,24
22,31
22,33
22,39
22,53
22,57
22,59
22,67
22,84
22,88
22,91
22,97
22,103
22,121
22,138
22,148
22,179
22,183
22,198
22,236
22,248
22,264
22,279
22,281
22,290
22,298
22,326
22,331
22,341
22,350
22,356
22,360
22,361
22,362
22,384
22,431
22,436
22,454
22,467
22,473
22,480
22,482
22,489
22,492
22,501
22,513
22,524
22,528
22,539
22,541
22,561
22,570
22,592
22,597
22,604
22,619
22,622
22,643
22,650
22,652
22,661
22,676
22,681
22,682
22,686
22,697
22,707
22,727
22,738
22,739
22,742
22,761
22,764
22,789
22,799
22,827
22,836
22,844
22,849
22,853
22,869
22,870
22,876
22,880
22,885
22,891
22,893
22,908
22,918
22,965
22,967
22,969
22,970
22,980
23,6
23,11
23,18
23,19
23,20
23,32
23,44
23,47
23,52
23,65
23,72
23,85
23,91
23,105
23,110
23,134
23,141
23,142
23,156
23,160
23,176
23,211
23,216
23,224
23,249
23,251
23,252
23,254
23,259
23,271
23,280
23,286
23,291
23,293
23,310
23,319
23,372
23,381
23,384
23,396
23,411
23,419
23,422
23,437
23,441
23,445
23,448
23,457
23,460
23,468
23,479
23,480
23,493
23,508
23,509
23,514
23,524
23,533
23,555
23,562
23,563
23,591
23,594
23,605
23,619
23,636
23,640
23,649
23,657
23,673
23,674
23,678
23,702
23,705
23,706
23,708
23,730
23,742
23,752
23,765
23,779
23,780
23,786
23,800
23,811
23,816
23,844
23,848
23,852
23,858
23,860
23,864
23,893
23,916
23,964
23,984
23,995
23,999
24,10
24,12
24,20
24,21
24,45
24,112
24,133
24,145
24,149
24,158
24,172
24,175
24,181
24,183
24,198
24,203
24,207
24,208
24,209
24,220
24,229
24,245
24,268
24,272
24,281
24,329
24,349
24,352
24,355
24,384
24,387
24,391
24,392
24,396
24,403
24,407
24,415
24,421
24,435
24,439
24,445
24,480
24,491
24,496
24,504
24,508
24,515
24,529
24,535
24,538
24,539
24,562
24,563
24,566
24,578
24,592
24,601
24,605
24,629
24,634
24,643
24,652
24,660
24,664
24,673
24,681
24,684
24,688
24,694
24,712
24,714
24,725
24,748
24,752
24,757
24,767
24,769
24,774
24,782
24,784
24,807
24,819
24,820
24,824
24,828
24,831
24,833
24,837
24,843
24,876
24,877
24,882
24,884
24,885
24,894
24,896
24,906
24,910
24,915
24,917
24,924
24,930
24,935
24,953
24,955
24,980
24,991
24,997
24,998
25,2
25,6
25,41
25,46
25,51
25,57
25,59
25,61
25,85
25,100
25,135
25,146
25,154
25,157
25,163
25,164
25,174
25,206
25,223
25,230
25,241
25,244
25,248
25,253
25,256
25,260
25,269
25,309
25,315
25,318
25,336
25,345
25,362
25,371
25,378
25,387
25,389
25,406
25,408
25,435
25,442
25,445
25,460
25,466
25,490
25,496
25,503
25,525
25,526
25,554
25,575
25,594
25,598
25,600
25,613
25,639
25,645
25,666
25,668
25,671
25,679
25,682
25,688
25,705
25,711
25,723
25,747
25,758
25,766
25,770
25,771
25,772
25,785
25,787
25,797
25,799
25,801
25,804
25,813
25,815
25,822
25,828
25,835
25,836
25,850
25,857
25,860
25,886
25,888
25,897
25,898
25,901
25,931
25,937
25,942
25,961
25,964
25,983
25,991
25,999
26,5
26,14
26,30
26,73
26,76
26,100
26,127
26,130
26,141
26,178
26,198
26,201
26,208
26,210
26,230
26,241
26,248
26,269
26,284
26,288
26,312
26,318
26,326
26,328
26,352
26,355
26,360
26,363
26,374
26,403
26,428
26,443
26,444
26,452
26,453
26,460
26,472
26,473
26,479
26,485
26,486
26,504
26,514
26,515
26,519
26,549
26,553
26,555
26,557
26,564
26,568
26,573
26,579
26,584
26,590
26,593
26,606
26,613
26,617
26,626
26,632
26,638
26,645
26,660
26,670
26,672
26,681
26,703
26,720
26,753
26,768
26,791
26,811
26,823
26,846
26,849
26,853
26,854
26,872
26,879
26,895
26,908
26,912
26,920
26,931
26,936
26,943
26,970
26,981
26,985
26,991
26,997
27,2
27,4
27,9
27,29
27,36
27,42
27,53
27,68
27,82
27,97
27,98
27,109
27,125
27,145
27,148
27,152
27,158
27,163
27,174
27,175
27,182
27,190
27,197
27,200
27,207
27,210
27,218
27,226
27,229
27,233
27,240
27,250
27,254
27,265
27,269
27,280
27,312
27,313
27,314
27,327
27,332
27,339
27,356
27,360
27,362
27,368
27,382
27,386
27,389
27,396
27,404
27,410
27,463
27,466
27,476
27,502
27,504
27,524
27,544
27,551
27,559
27,580
27,587
27,603
27,605
27,611
27,615
27,643
27,647
27,650
27,653
27,675
27,680
27,683
27,687
27,691
27,696
27,704
27,709
27,727
27,734
27,737
27,738
27,746
27,768
27,772
27,777
27,799
27,801
27,811
27,822
27,854
27,878
27,883
27,888
27,938
27,939
27,940
27,941
27,969
27,976
27,983
27,987
27,999
28,16
28,20
28,32
28,37
28,38
28,48
28,52
28,54
28,63
28,64
28,65
28,69
28,83
28,93
28,96
28,98
28,126
28,131
28,140
28,166
28,172
28,179
28,181
28,185
28,188
28,192
28,196
28,200
28,207
28,219
28,268
28,273
28,277
28,292
28,296
28,299
28,305
28,306
28,308
28,315
28,320
28,326
28,329
28,340
28,341
28,371
28,429
28,443
28,449
28,454
28,455
28,456
28,476
28,483
28,488
28,492
28,512
28,516
28,527
28,531
28,532
28,543
28,563
28,570
28,577
28,586
28,592
28,598
28,612
28,623
28,638
28,648
28,667
28,671
28,672
28,691
28,698
28,699
28,703
28,720
28,738
28,742
28,766
28,773
28,781
28,785
28,788
28,815
28,826
28,836
28,840
28,846
28,866
28,873
28,891
28,907
28,917
28,924
28,933
28,945
28,960
28,969
28,978
28,980
28,984
28,985
29,3
29,21
29,25
29,46
29,47
29,52
29,59
29,79
29,83
29,93
29,94
29,106
29,107
29,132
29,152
29,154
29,163
29,170
29,173
29,184
29,198
29,201
29,203
29,213
29,225
29,227
29,228
29,240
29,245
29,248
29,252
29,280
29,296
29,297
29,318
29,323
29,342
29,373
29,384
29,400
29,408
29,429
29,431
29,441
29,446
29,450
29,457
29,474
29,492
29,498
29,506
29,527
29,535
29,536
29,537
29,545
29,550
29,551
29,561
29,562
29,566
29,567
29,569
29,579
29,581
29,586
29,593
29,595
29,613
29,629
29,630
29,636
29,638
29,656
29,672
29,681
29,692
29,704
29,729
29,741
29,745
29,748
29,751
29,756
29,757
29,759
29,774
29,775
29,786
29,794
29,798
29,812
29,814
29,823
29,858
29,868
29,869
29,876
29,881
29,892
29,903
29,914
29,950
29,959
29,961
29,964
29,981
29,991
29,996
30,0
30,6
30,11
30,27
30,30
30,42
30,44
30,50
30,51
30,67
30,71
30,73
30,92
30,105
30,118
30,119
30,129
30,140
30,148
30,149
30,151
30,157
30,158
30,163
30,164
30,173
30,199
30,238
30,246
30,249
30,255
30,280
30,292
30,313
30,314
30,333
30,341
30,342
30,345
30,351
30,406
30,426
30,461
30,468
30,513
30,528
30,537
30,540
30,550
30,559
30,563
30,566
30,571
30,576
30,590
30,610
30,613
30,626
30,635
30,636
30,650
30,653
30,662
30,684
30,685
30,687
30,700
30,709
30,725
30,726
30,729
30,751
30,762
30,763
30,771
30,777
30,781
30,800
30,805
30,813
30,819
30,820
30,821
30,834
30,844
30,873
30,877
30,887
30,899
30,904
30,907
30,920
30,944
30,954
30,956
30,961
31,26
31,36
31,41
31,55
31,65
31,78
31,102
31,107
31,110
31,114
31,120
31,128
31,132
31,146
31,150
31,153
31,167
31,184
31,197
31,205
31,209
31,216
31,220
31,226
31,227
31,234
31,243
31,256
31,263
31,290
31,294
31,299
31,332
31,336
31,355
31,357
31,363
31,376
31,381
31,388
31,392
31,401
31,403
31,412
31,418
31,422
31,432
31,434
31,438
31,446
31,456
31,457
31,467
31,470
31,504
31,516
31,530
31,537
31,538
31,544
31,552
31,553
31,557
31,574
31,577
31,584
31,595
31,613
31,631
31,640
31,688
31,711
31,717
31,724
31,726
31,732
31,745
31,763
31,765
31,790
31,801
31,805
31,813
31,816
31,822
31,844
31,861
31,870
31,871
31,875
31,881
31,888
31,901
31,909
31,917
31,934
31,940
31,948
31,958
31,962
31,963
31,989
31,994
32,7
32,8
32,10
32,13
32,14
32,29
32,30
32,34
32,45
32,46
32,48
32,51
32,70
32,74
32,79
32,85
32,86
32,95
32,100
32,101
32,107
32,133
32,135
32,147
32,148
32,153
32,169
32,183
32,188
32,191
32,195
32,196
32,201
32,209
32,231
32,240
32,254
32,262
32,274
32,283
32,291
32,306
32,308
32,314
32,323
32,328
32,345
32,357
32,364
32,375
32,378
32,383
32,385
32,391
32,405
32,412
32,414
32,421
32,427
32,435
32,442
32,456
32,475
32,498
32,526
32,545
32,558
32,563
32,576
32,612
32,614
32,621
32,642
32,652
32,658
32,695
32,701
32,704
32,755
32,758
32,765
32,767
32,775
32,779
32,795
32,796
32,804
32,810
32,822
32,826
32,831
32,848
32,851
32,856
32,858
32,865
32,885
32,898
32,920
32,921
32,928
32,943
32,961
32,967
32,972
32,985
32,989
32,998
32,999
33,11
33,39
33,56
33,61
33,64
33,83
33,89
33,90
33,124
33,126
33,130
33,132
33,135
33,147
33,151
33,162
33,168
33,189
33,191
33,192
33,238
33,239
33,253
33,268
33,282
33,286
33,292
33,307
33,330
33,333
33,334
33,335
33,343
33,344
33,350
33,351
33,358
33,359
33,360
33,376
33,389
33,403
33,406
33,469
33,473
33,480
33,494
33,507
33,512
33,514
33,516
33,521
33,531
33,539
33,557
33,559
33,580
33,585
33,626
33,627
33,631
33,644
33,656
33,664
33,668
33,672
33,684
33,697
33,700
33,714
33,733
33,734
33,738
33,740
33,748
33,751
33,767
33,784
33,797
33,813
33,835
33,840
33,841
33,846
33,865
33,870
33,880
33,884
33,887
33,895
33,929
33,945
33,950
33,958
33,971
33,978
33,991
34,9
34,39
34,43
34,47
34,75
34,81
34,91
34,120
34,153
34,154
34,159
34,178
34,182
34,186
34,200
34,226
34,234
34,238
34,253
34,264
34,271
34,272
34,277
34,288
34,310
34,357
34,358
34,360
34,366
34,367
34,382
34,405
34,407
34,414
34,432
34,436
34,449
34,462
34,464
