27	0,42736	1,42737	2,42592	3,42590	4,42776	5,42809	6,42780	7,42594	8,42740	9,42745	10,42810	11,42790	12,42596	13,42748	14,42749	15,42751	16,42753	17,42754	18,42750	19,42759	20,42760	21,42764	22,42769	23,42770	24,42807	25,42772	26,42741	
15	6º ANO A	6º ANO B	6º ANO C	6º ANO D	6º ANO E	7º ANO A	7º ANO B	8º SºRIE F	8º SºRIE G	8º ANO A	8º ANO B	8º ANO C	8º ANO D	8º ANO E	8º ANO F	
5	6
i	2	0	4
i	2	0	9
i	2	0	10
i	2	0	14
i	2	0	15
i	2	0	17
i	2	0	18
i	2	0	19
i	2	0	20
i	2	0	23
i	2	1	4
i	2	1	9
i	2	1	10
i	2	1	15
i	2	1	17
i	2	1	18
i	2	1	19
i	2	1	20
i	2	1	23
i	2	2	4
i	2	2	6
i	2	2	9
i	2	2	10
i	2	2	15
i	2	2	18
i	2	2	20
i	2	2	23
i	2	3	6
i	2	3	7
i	2	3	9
i	2	3	10
i	2	3	15
i	2	3	18
i	2	3	20
i	2	3	23
i	2	4	6
i	2	4	7
i	2	4	9
i	2	4	10
i	2	4	15
i	2	4	18
i	2	4	20
i	2	4	23
i	2	5	6
i	2	5	7
i	2	5	9
i	2	5	10
i	2	5	14
i	2	5	15
i	2	5	18
i	2	5	20
i	2	5	23
i	3	0	1
i	3	0	2
i	3	0	4
i	3	0	6
i	3	0	9
i	3	0	10
i	3	0	15
i	3	0	16
i	3	0	19
i	3	0	20
i	3	0	23
i	3	1	2
i	3	1	4
i	3	1	9
i	3	1	10
i	3	1	15
i	3	1	16
i	3	1	19
i	3	1	20
i	3	1	23
i	3	2	2
i	3	2	4
i	3	2	9
i	3	2	10
i	3	2	15
i	3	2	16
i	3	2	18
i	3	2	20
i	3	2	23
i	3	3	2
i	3	3	6
i	3	3	7
i	3	3	9
i	3	3	10
i	3	3	14
i	3	3	16
i	3	3	18
i	3	3	20
i	3	3	23
i	3	4	2
i	3	4	6
i	3	4	7
i	3	4	9
i	3	4	10
i	3	4	14
i	3	4	16
i	3	4	18
i	3	4	20
i	3	4	23
i	3	5	2
i	3	5	6
i	3	5	7
i	3	5	9
i	3	5	10
i	3	5	14
i	3	5	16
i	3	5	17
i	3	5	18
i	3	5	20
i	3	5	23
i	4	0	4
i	4	0	9
i	4	0	10
i	4	0	11
i	4	0	12
i	4	0	14
i	4	0	16
i	4	0	18
i	4	0	19
i	4	0	22
i	4	0	23
i	4	1	4
i	4	1	9
i	4	1	10
i	4	1	11
i	4	1	12
i	4	1	14
i	4	1	16
i	4	1	18
i	4	1	19
i	4	1	22
i	4	1	23
i	4	2	4
i	4	2	6
i	4	2	9
i	4	2	11
i	4	2	12
i	4	2	14
i	4	2	16
i	4	2	18
i	4	2	19
i	4	2	23
i	4	3	2
i	4	3	6
i	4	3	7
i	4	3	9
i	4	3	11
i	4	3	12
i	4	3	14
i	4	3	16
i	4	3	18
i	4	3	19
i	4	3	23
i	4	4	2
i	4	4	6
i	4	4	7
i	4	4	9
i	4	4	11
i	4	4	12
i	4	4	14
i	4	4	16
i	4	4	18
i	4	4	19
i	4	4	22
i	4	5	2
i	4	5	6
i	4	5	7
i	4	5	9
i	4	5	11
i	4	5	12
i	4	5	14
i	4	5	16
i	4	5	18
i	4	5	19
i	4	5	22
a	0	0	4
a	0	1	4
a	0	2	4
a	0	3	4
a	0	4	4
a	0	5	4
a	0	6	4
a	1	0	2
a	1	1	2
a	1	2	2
a	1	3	2
a	1	4	2
a	1	5	2
a	1	6	2
a	1	7	2
a	1	9	2
a	1	10	2
a	1	11	2
a	1	12	2
a	1	13	2
a	1	14	2
a	2	7	4
a	2	8	4
a	2	9	4
a	2	10	4
a	2	11	4
a	3	0	2
a	3	1	2
a	3	2	2
a	3	3	2
a	3	4	2
a	3	5	2
a	3	6	2
a	3	7	2
a	3	8	2
a	3	9	2
a	3	10	2
a	3	11	2
a	3	12	2
a	3	13	2
a	3	14	2
a	4	9	6
a	4	10	6
a	5	5	6
a	5	6	6
a	5	7	6
a	5	8	6
a	6	14	6
a	7	7	2
a	7	8	2
a	7	10	2
a	7	11	2
a	7	12	2
a	7	13	2
a	7	14	2
a	8	0	6
a	8	1	6
a	8	2	6
a	8	3	6
a	9	8	2
a	10	9	4
a	10	10	4
a	11	7	4
a	11	8	4
a	12	0	2
a	12	1	2
a	12	2	2
a	12	3	2
a	12	4	2
a	12	5	2
a	12	6	2
a	12	9	2
a	13	0	6
a	13	1	6
a	13	2	6
a	13	3	6
a	13	4	6
a	14	13	4
a	14	14	4
a	15	0	4
a	15	1	4
a	15	2	4
a	15	3	4
a	15	4	4
a	16	11	4
a	16	12	4
a	17	11	6
a	17	12	6
a	17	13	6
a	17	14	6
a	18	13	6
a	19	5	4
a	19	6	4
a	20	12	4
a	20	13	4
a	20	14	4
a	21	4	6
a	21	9	6
a	21	10	6
a	21	11	6
a	21	12	6
a	22	0	4
a	22	1	4
a	22	2	4
a	22	3	4
a	22	4	4
a	23	8	4
a	24	11	4
a	24	12	4
a	24	13	4
a	24	14	4
a	25	5	6
a	25	6	6
a	25	7	6
a	25	8	6
a	26	5	4
a	26	6	4
a	26	7	4
a	26	9	4
a	26	10	4
